farm_id,field_id,region,latitude,longitude,elevation,soil_type,soil_ph,organic_matter_percent,nitrogen_content,phosphorus_content,potassium_content,avg_temperature,annual_rainfall,humidity_percent,solar_radiation,crop_type,crop_variety,planting_date,harvest_date,fertilizer_type,fertilizer_amount_kg_ha,irrigation_method,irrigation_frequency_days,tillage_type,seed_rate_kg_ha,pest_pressure,disease_pressure,pesticide_used,yield_per_hectare,cost_per_hectare,revenue_per_hectare,profit_per_hectare,water_usage_mm,carbon_footprint_kg_co2,pH_soil_ph,OrganicMatter_organic_matter_percent,Nitrogen_nitrogen_content,Phosphorus_phosphorus_content,Potassium_potassium_content,Rainfall_annual_rainfall,Temperature_avg_temperature,Yield_yield_per_hectare,Profit_profit_per_hectare,WaterUsage_water_usage_mm,CarbonFootprint_carbon_footprint_kg_co2,planting_month,planting_season,growing_days,growing_period_category,profit_margin,profit_margin_category,cost_efficiency,cost_efficiency_category,water_efficiency,water_efficiency_category,carbon_efficiency,carbon_efficiency_category,sustainable_practices_count,sustainability_level,elevation_category,humidity_category,solar_radiation_category
FARM_01305,FIELD_FARM_01305_1,California_Central_Valley,37.818917,-118.14864,49.8,Clayey_Loam,6.34,5.41,42.9,19.3,264.3,16.4,184.1,54.6,24.5,Corn,Flint_Corn,2023-04-24,2023-07-25,NPK_Balanced,157.1,Micro_Sprinkler,6,Conventional_Till,27.2,Low,Medium,No,8.71,918.28,2149.27,1230.99,417.0,617.0,Neutral,High,High,Low,High,Low,Moderate,High,High,High,High,4,Spring,92,Medium,57.274795628283094,High,0.00948512436293941,High,0.02088729016786571,Medium,0.014116693679092384,Medium,2,High,Lowland,Moderate,High
FARM_01306,FIELD_FARM_01306_1,Southwest,33.135368,-108.510408,652.2,Clayey_Loam,6.61,5.16,46.7,76.0,138.3,23.8,550.1,66.3,20.3,Wheat,Durum_Wheat,2023-10-23,2024-02-21,NPK_Balanced,150.3,Drip_Irrigation,1,Minimum_Till,132.8,Low,Low,No,8.96,1207.57,1810.76,603.19,2079.0,575.4,Neutral,High,High,High,Medium,Medium,Moderate,High,Medium,nan,Medium,10,Fall,121,Long,33.31142724601825,High,0.0074198597182772025,High,0.00430976430976431,None,0.015571776155717764,Medium,2,High,Highland,Moderate,Moderate
FARM_01307,FIELD_FARM_01307_3,Northeast,40.427708,-72.458447,367.5,Sandy_Loam,6.81,2.5,30.3,70.4,112.8,10.1,1064.6,78.8,21.5,Carrots,Carrots_Standard,2023-04-09,2023-08-12,Nitrogen_High,133.4,Rainfall_Only,0,No_Till,3.3,Low,Low,No,36.02,569.61,14464.54,13894.93,0.0,376.9,Neutral,Medium,Medium,High,Medium,High,Cool,VeryHigh,VeryHigh,Low,Medium,4,Spring,125,Long,96.06202478613216,High,0.06323624936359966,VeryHigh,0.0,None,0.09556911647651899,VeryHigh,2,High,Rolling,Humid,Moderate
FARM_01308,FIELD_FARM_01308_5,Great_Plains,41.860698,-100.864963,873.0,Sandy_Loam,6.52,2.79,30.6,67.4,222.0,13.9,528.1,42.3,20.9,Carrots,Carrots_Standard,2023-03-20,2023-07-13,NPK_Balanced,161.3,Drip_Irrigation,1,Minimum_Till,3.3,Medium,Medium,Yes,43.43,1048.87,16012.56,14963.69,2040.1,512.3,Neutral,Medium,Medium,High,High,Medium,Cool,VeryHigh,VeryHigh,nan,Medium,3,Spring,115,Medium,93.44970448198166,High,0.04140646600627342,VeryHigh,0.021288172148424097,Medium,0.08477454616435683,VeryHigh,1,Medium,Highland,Dry,Moderate
FARM_01309,FIELD_FARM_01309_2,Southwest,32.644465,-110.817778,245.9,Sandy_Loam,6.27,1.7,19.9,38.4,197.6,19.4,351.5,83.8,29.0,Potatoes,Fingerling,2023-04-26,2023-07-28,Nitrogen_High,170.5,Micro_Sprinkler,10,Strip_Till,2261.8,Low,Low,No,34.51,6694.71,12248.21,5553.49,250.9,620.6,Neutral,Low,Low,Medium,Medium,Low,Moderate,VeryHigh,High,Medium,High,4,Spring,93,Medium,45.34123761757841,High,0.0051548162653796805,High,0.137544838581108,High,0.05560747663551401,VeryHigh,2,High,Rolling,Humid,VeryHigh
FARM_01310,FIELD_FARM_01310_1,California_Central_Valley,38.267751,-121.366282,214.3,Clayey_Loam,6.09,4.13,37.4,44.3,165.0,18.5,261.5,60.8,18.0,Wheat,Durum_Wheat,2023-11-25,2024-03-14,NPK_Balanced,158.3,Micro_Sprinkler,13,No_Till,136.6,Medium,Medium,No,4.9,1177.85,1131.29,-46.56,140.7,514.2,Neutral,High,Medium,Medium,Medium,Low,Moderate,Medium,Medium,Low,Medium,11,Fall,110,Medium,-4.115655579029251,Loss,0.0041601222566540735,Medium,0.03482587064676618,Medium,0.009529366005445352,Medium,3,VeryHigh,Rolling,Moderate,Low
FARM_01311,FIELD_FARM_01311_2,California_Central_Valley,37.189167,-119.314806,1450.9,Sandy_Loam,6.97,2.61,22.1,19.1,159.3,16.1,360.9,59.2,17.1,Potatoes,Red,2023-04-17,2023-09-06,Potassium_High,142.4,Drip_Irrigation,1,Deep_Till,2695.8,Medium,Medium,Yes,32.28,7927.67,11166.38,3238.7,2615.2,505.4,Neutral,Medium,Medium,Low,Medium,Low,Moderate,VeryHigh,High,nan,Medium,4,Spring,142,Long,29.00402816311105,High,0.004071814290958126,Medium,0.012343224227592537,Low,0.06387020182034032,VeryHigh,1,Medium,Mountain,Moderate,Low
FARM_01312,FIELD_FARM_01312_3,Southeast,34.398696,-90.593073,290.2,Sandy_Loam,6.02,3.14,27.3,67.5,67.4,16.5,1411.7,68.9,19.6,Potatoes,Fingerling,2023-04-06,2023-07-28,Potassium_High,124.0,Rainfall_Only,0,Minimum_Till,2929.9,Medium,Medium,Yes,49.2,8239.3,17160.08,8920.78,0.0,219.2,Neutral,Medium,Medium,High,Low,High,Moderate,VeryHigh,VeryHigh,Low,Low,4,Spring,113,Medium,51.9856550785311,High,0.005971381063925334,High,0.0,None,0.22445255474452558,VeryHigh,0,Low,Rolling,Moderate,Moderate
FARM_01313,FIELD_FARM_01313_5,California_Central_Valley,39.985087,-121.157271,983.1,Silt,7.16,4.0,46.5,70.2,189.5,17.1,318.9,77.9,27.8,Corn,Sweet_Corn,2023-04-14,2023-07-31,NPK_Balanced,102.3,Micro_Sprinkler,12,No_Till,28.0,Low,High,Yes,9.2,898.24,2092.48,1194.24,252.7,438.9,Alkaline,Medium,High,High,Medium,Low,Moderate,High,High,Medium,Medium,4,Spring,108,Medium,57.07294693378192,High,0.010242251514071963,High,0.03640680648990898,Medium,0.02096149464570517,High,2,High,Highland,Humid,VeryHigh
FARM_01314,FIELD_FARM_01314_5,California_Central_Valley,35.56919,-121.233173,1029.7,Sandy_Loam,6.21,2.35,19.5,41.2,51.3,16.9,305.9,68.5,24.6,Lettuce,Lettuce_Standard,2023-02-23,2023-07-09,Phosphorus_High,81.2,Sprinkler,4,Strip_Till,1.6,Medium,Low,Yes,15.66,919.25,23782.9,22863.65,593.6,418.5,Neutral,Medium,Low,Medium,Low,Low,Moderate,High,VeryHigh,High,Medium,2,Winter,136,Long,96.13482796463005,High,0.017035626869730758,VeryHigh,0.026381401617250673,Medium,0.03741935483870968,High,0,Low,Mountain,Moderate,High
FARM_01315,FIELD_FARM_01315_5,California_Central_Valley,35.207382,-119.567538,477.3,Clayey_Loam,6.04,4.15,47.4,65.7,136.4,16.4,312.8,57.7,29.6,Corn,Dent_Corn,2023-05-27,2023-09-14,Nitrogen_High,176.4,Micro_Sprinkler,11,No_Till,25.1,Low,Low,No,9.16,862.39,1840.8,978.41,206.7,439.7,Neutral,High,High,High,Medium,Low,Moderate,High,High,Medium,Medium,5,Spring,110,Medium,53.151347240330296,High,0.010621644499588353,High,0.04431543299467828,High,0.020832385717534683,High,3,VeryHigh,Rolling,Moderate,VeryHigh
FARM_01316,FIELD_FARM_01316_3,Southwest,25.034278,-107.654059,366.7,Clayey_Loam,7.23,2.66,20.4,29.6,53.3,23.7,378.1,61.7,17.4,Cotton,Cotton_Standard,2023-05-20,2023-10-17,Nitrogen_High,152.6,Drip_Irrigation,1,Conventional_Till,19.4,Low,Low,No,2.05,1135.16,3175.38,2040.22,2525.5,644.0,Alkaline,Medium,Medium,Medium,Low,Low,Moderate,Low,High,nan,High,5,Spring,150,Long,64.25120772946859,High,0.0018059128228619752,Low,0.0008117204513957631,None,0.003183229813664596,Low,2,High,Rolling,Moderate,Low
FARM_01317,FIELD_FARM_01317_4,Pacific_Northwest,47.911429,-119.815181,515.0,Clayey_Loam,6.77,3.36,40.6,33.6,259.0,10.6,2011.1,81.0,22.0,Rice,Medium_Grain,2023-03-14,2023-07-23,NPK_Balanced,100.3,Rainfall_Only,0,Reduced_Till,37.7,Low,Low,No,6.48,858.1,2397.94,1539.84,0.0,388.8,Neutral,Medium,High,Medium,High,High,Cool,High,High,Low,Medium,3,Spring,131,Long,64.21511797626296,High,0.007551567416385037,High,0.0,None,0.016666666666666666,High,1,Medium,Highland,Humid,Moderate
FARM_01318,FIELD_FARM_01318_5,Pacific_Northwest,47.256271,-114.97699,1118.6,Clay,6.64,3.69,31.3,56.2,242.3,10.4,950.2,62.2,26.8,Soybeans,Maturity_Group_3,2023-04-09,2023-08-25,Phosphorus_High,96.4,Rainfall_Only,0,Deep_Till,54.9,Medium,Low,Yes,3.54,1156.35,1521.28,364.93,0.0,463.5,Neutral,Medium,Medium,High,High,High,Cool,Medium,Medium,Low,Medium,4,Spring,138,Long,23.988351914177535,Medium,0.003061356855623298,Medium,0.0,None,0.007637540453074434,Low,0,Low,Mountain,Moderate,VeryHigh
FARM_01319,FIELD_FARM_01319_5,Great_Plains,39.811482,-95.059989,1221.0,Clayey_Loam,6.97,3.62,29.9,19.1,206.9,12.0,638.9,50.7,19.9,Soybeans,Maturity_Group_2,2023-04-23,2023-08-21,Phosphorus_High,73.1,Rainfall_Only,0,Minimum_Till,61.2,Low,Low,Yes,3.41,1006.77,1399.71,392.94,0.0,250.4,Neutral,Medium,Medium,Low,High,Medium,Cool,Medium,Medium,Low,Low,4,Spring,120,Medium,28.072957969865186,High,0.003387069539219484,Medium,0.0,None,0.01361821086261981,Medium,0,Low,Mountain,Moderate,Moderate
FARM_01320,FIELD_FARM_01320_3,Midwest,39.123234,-82.324545,156.5,Loam,6.52,3.58,26.5,11.7,295.3,9.2,767.3,83.8,25.9,Corn,Dent_Corn,2023-04-25,2023-09-10,NPK_Balanced,114.0,Sprinkler,4,Minimum_Till,20.7,High,Low,Yes,8.62,961.1,2229.24,1268.14,584.2,534.5,Neutral,Medium,Medium,Low,High,Medium,Cool,High,High,High,Medium,4,Spring,138,Long,56.88665195313202,High,0.008968889813755071,High,0.014755220814789452,Low,0.016127221702525722,High,0,Low,Lowland,Humid,High
FARM_01321,FIELD_FARM_01321_4,Midwest,45.984674,-83.34785,1260.0,Clayey_Loam,7.11,4.97,51.0,42.1,274.0,9.5,845.0,51.5,21.7,Wheat,Spring_Wheat,2023-10-09,2024-02-23,NPK_Balanced,163.6,Rainfall_Only,0,Strip_Till,139.1,Low,Medium,No,5.76,967.94,1748.88,780.93,0.0,374.9,Alkaline,High,High,Medium,High,High,Cool,Medium,High,Low,Medium,10,Fall,137,Long,44.65314944421572,High,0.005950782073269004,High,0.0,None,0.015364097092558015,Medium,1,Medium,Mountain,Moderate,Moderate
FARM_01322,FIELD_FARM_01322_5,Southwest,25.850265,-105.154673,63.5,Silt,6.34,4.18,40.3,79.3,56.4,23.0,516.8,46.0,20.0,Beans,Beans_Standard,2023-03-06,2023-07-21,Phosphorus_High,75.6,Subsurface_Drip,5,Strip_Till,49.5,Low,Low,Yes,3.34,1198.72,1239.97,41.25,500.1,352.7,Neutral,High,High,High,Low,Medium,Moderate,Medium,Medium,High,Medium,3,Spring,137,Long,3.3266933877432523,Low,0.0027863053924185796,Medium,0.0066786642671465704,Low,0.009469804366316984,Medium,0,Low,Lowland,Dry,Moderate
FARM_01323,FIELD_FARM_01323_5,Southwest,29.563784,-119.405273,833.4,Loam,6.31,3.32,30.4,66.6,267.2,21.9,453.4,45.0,23.6,Cotton,Cotton_Standard,2023-05-05,2023-09-02,Urea,234.6,Subsurface_Drip,10,Strip_Till,18.5,Low,Medium,No,2.71,948.98,3371.16,2422.18,169.1,622.7,Neutral,Medium,Medium,High,High,Medium,Moderate,Low,High,Low,High,5,Spring,120,Medium,71.85004568160515,High,0.0028556976964741088,Medium,0.01602602010644589,Medium,0.004352015416733579,Low,1,Medium,Highland,Dry,High
FARM_01324,FIELD_FARM_01324_4,Midwest,46.181068,-92.678048,1132.1,Sandy_Loam,6.24,1.95,30.0,66.2,207.7,10.8,1194.8,66.7,16.5,Lettuce,Lettuce_Standard,2023-02-16,2023-05-18,Urea,253.4,Rainfall_Only,0,Minimum_Till,2.0,Medium,Low,No,25.37,827.84,38717.48,37889.64,0.0,585.9,Neutral,Low,Medium,High,High,High,Cool,VeryHigh,VeryHigh,Low,Medium,2,Winter,91,Medium,97.86184431424772,High,0.03064601855431001,VeryHigh,0.0,None,0.04330090459122717,High,1,Medium,Mountain,Moderate,Low
FARM_01325,FIELD_FARM_01325_1,Midwest,43.753096,-93.927429,1285.5,Sandy_Loam,6.14,2.33,25.3,59.1,102.6,11.3,1107.4,68.6,28.8,Lettuce,Lettuce_Standard,2023-03-11,2023-07-04,Organic_Compost,2212.4,Rainfall_Only,0,No_Till,2.0,Low,Low,No,24.73,1035.12,32121.45,31086.34,0.0,139.0,Neutral,Medium,Medium,High,Medium,High,Cool,VeryHigh,VeryHigh,Low,Low,3,Spring,115,Medium,96.7775116005037,High,0.023890949841564264,VeryHigh,0.0,None,0.1779136690647482,VeryHigh,3,VeryHigh,Mountain,Moderate,VeryHigh
FARM_01326,FIELD_FARM_01326_1,Southeast,30.934471,-87.533766,1269.6,Clay,6.78,2.53,29.0,23.7,170.3,16.3,818.8,61.7,21.4,Corn,Flint_Corn,2023-03-26,2023-07-14,NPK_Balanced,146.2,Rainfall_Only,0,Conventional_Till,28.8,Low,Medium,Yes,11.43,1009.46,2816.29,1806.83,0.0,559.5,Neutral,Medium,Medium,Low,Medium,High,Moderate,High,High,Low,Medium,3,Spring,110,Medium,64.15639014448085,High,0.011322885503140293,High,0.0,None,0.020428954423592494,High,0,Low,Mountain,Moderate,Moderate
FARM_01327,FIELD_FARM_01327_5,Southwest,25.986899,-115.264844,447.7,Sandy,5.96,0.58,8.3,17.4,105.2,22.7,398.0,56.8,17.8,Onions,Onions_Standard,2023-04-16,2023-08-01,Phosphorus_High,103.0,Drip_Irrigation,1,Conventional_Till,3.4,Low,Medium,Yes,19.98,1053.97,6358.88,5304.91,1572.1,534.2,Neutral,Low,Low,Low,Medium,Low,Moderate,High,High,nan,Medium,4,Spring,107,Medium,83.4252258259316,High,0.01895689630634648,VeryHigh,0.012709115196234338,Low,0.03740172220142268,High,1,Medium,Rolling,Moderate,Low
FARM_01328,FIELD_FARM_01328_2,Great_Plains,42.580311,-101.800675,395.3,Sandy_Loam,6.49,1.51,12.4,38.5,128.5,11.4,758.3,56.2,21.3,Carrots,Carrots_Standard,2023-04-02,2023-08-19,Urea,166.3,Sprinkler,4,Reduced_Till,2.9,Low,Low,No,33.54,914.32,15645.34,14731.03,837.3,691.0,Neutral,Low,Low,Medium,Medium,Medium,Cool,VeryHigh,VeryHigh,High,High,4,Spring,139,Long,94.15602345490734,High,0.036682999387522966,VeryHigh,0.040057327122895024,Medium,0.0485383502170767,High,1,Medium,Rolling,Moderate,Moderate
FARM_01329,FIELD_FARM_01329_4,Pacific_Northwest,42.261607,-117.915973,573.6,Sandy_Loam,6.15,2.5,22.2,19.2,121.9,12.9,1128.5,58.9,15.1,Carrots,Carrots_Standard,2023-03-04,2023-07-22,NPK_Balanced,165.7,Subsurface_Drip,10,Deep_Till,2.9,Medium,Low,Yes,38.42,1162.69,16309.88,15147.18,210.3,537.7,Neutral,Medium,Medium,Low,Medium,High,Cool,VeryHigh,VeryHigh,Medium,Medium,3,Spring,140,Long,92.87119218535024,High,0.03304406161573592,VeryHigh,0.1826913932477413,High,0.07145248279709875,VeryHigh,0,Low,Highland,Moderate,Low
FARM_01330,FIELD_FARM_01330_4,Northeast,45.046075,-71.070189,546.4,Clay,6.81,5.25,38.4,38.9,131.6,11.5,811.5,54.3,28.5,Wheat,Durum_Wheat,2023-09-13,2024-01-02,Phosphorus_High,108.1,Rainfall_Only,0,Deep_Till,98.9,Low,Medium,Yes,5.71,1312.77,1343.41,30.64,0.0,464.0,Neutral,High,Medium,Medium,Medium,High,Cool,Medium,Medium,Low,Medium,9,Fall,111,Medium,2.280763132625185,Low,0.004349581419441334,Medium,0.0,None,0.01230603448275862,Medium,0,Low,Highland,Moderate,VeryHigh
FARM_01331,FIELD_FARM_01331_2,Southwest,30.820937,-119.173311,728.5,Silt,7.37,4.36,36.5,35.6,70.9,21.8,421.0,41.8,26.3,Cotton,Cotton_Standard,2023-04-05,2023-07-04,Organic_Compost,1427.2,Drip_Irrigation,1,Deep_Till,18.4,Medium,Medium,Yes,2.45,1385.16,3831.13,2445.97,2506.6,415.3,Alkaline,High,Medium,Medium,Low,Medium,Moderate,Low,High,nan,Medium,4,Spring,90,Short,63.8446098148588,High,0.0017687487366080453,Low,0.0009774196122237294,None,0.005899349867565616,Low,2,High,Highland,Dry,VeryHigh
FARM_01332,FIELD_FARM_01332_4,Pacific_Northwest,46.140436,-124.071926,852.2,Sandy_Loam,5.96,2.14,12.4,25.4,246.9,9.9,632.5,82.7,24.3,Carrots,Carrots_Standard,2023-03-27,2023-08-08,No_Fertilizer,0.0,Subsurface_Drip,6,Conventional_Till,3.5,Medium,Low,Yes,24.91,884.08,12908.51,12024.42,269.4,327.6,Neutral,Medium,Low,Medium,High,Medium,Cool,VeryHigh,VeryHigh,Medium,Medium,3,Spring,134,Long,93.15110729278592,High,0.028176183150846076,VeryHigh,0.09246473645137343,High,0.07603785103785103,VeryHigh,0,Low,Highland,Humid,High
FARM_01333,FIELD_FARM_01333_3,Pacific_Northwest,43.578013,-114.860082,126.8,Sandy,6.31,1.3,20.1,11.8,185.3,9.5,1315.6,75.6,17.1,Peas,Peas_Standard,2023-05-18,2023-09-07,NPK_Balanced,117.2,Subsurface_Drip,9,Deep_Till,46.8,Medium,Medium,Yes,1.39,1245.47,380.59,-864.89,180.5,550.0,Neutral,Low,Medium,Low,Medium,High,Cool,Low,Low,Low,Medium,5,Spring,112,Medium,-227.24979636879584,nan,0.001116044545432648,Low,0.0077008310249307476,Low,0.002527272727272727,Low,0,Low,Lowland,Humid,Low
FARM_01334,FIELD_FARM_01334_4,California_Central_Valley,36.304743,-118.424538,1033.7,Sandy_Loam,6.37,2.7,26.6,21.7,62.0,18.1,192.4,42.6,21.6,Potatoes,Russet,2023-04-13,2023-07-28,Potassium_High,141.5,Sprinkler,3,No_Till,2628.0,High,Low,Yes,20.69,7502.78,7904.26,401.48,870.9,316.7,Neutral,Medium,Medium,Low,Low,Low,Moderate,High,Medium,High,Medium,4,Spring,106,Medium,5.079286359507405,Low,0.002757644499772085,Medium,0.023757032954414975,Medium,0.06532996526681402,VeryHigh,1,Medium,Mountain,Dry,Moderate
FARM_01335,FIELD_FARM_01335_4,Great_Plains,39.837515,-93.061167,1175.4,Loam,6.77,4.25,32.0,73.4,194.4,12.7,709.5,68.6,24.6,Soybeans,Maturity_Group_2,2023-06-20,2023-09-25,Phosphorus_High,102.5,Rainfall_Only,0,Deep_Till,52.2,Low,Medium,No,3.16,1065.75,1686.0,620.25,0.0,408.2,Neutral,High,Medium,High,Medium,Medium,Cool,Medium,Medium,Low,Medium,6,Summer,97,Medium,36.78825622775801,High,0.002965048088200798,Medium,0.0,None,0.007741303282704557,Low,1,Medium,Mountain,Moderate,High
FARM_01336,FIELD_FARM_01336_4,Great_Plains,44.987078,-97.357715,405.0,Clayey_Loam,6.3,2.41,32.5,67.1,96.3,13.3,373.2,61.4,25.9,Beans,Beans_Standard,2023-05-12,2023-09-19,No_Fertilizer,0.0,Micro_Sprinkler,13,Conventional_Till,49.8,High,Medium,No,1.28,849.56,495.71,-353.85,207.4,339.6,Neutral,Medium,Medium,High,Low,Low,Cool,Low,Low,Medium,Medium,5,Spring,130,Long,-71.38246151984023,Loss,0.0015066622722350394,Low,0.006171648987463838,Low,0.003769140164899882,Low,2,High,Rolling,Moderate,High
FARM_01337,FIELD_FARM_01337_1,California_Central_Valley,36.259425,-121.141444,1221.5,Silt,7.44,2.31,17.9,50.3,264.3,18.7,441.2,42.0,27.3,Wheat,Durum_Wheat,2023-10-11,2024-01-16,NPK_Balanced,109.7,Drip_Irrigation,1,Conventional_Till,136.5,High,High,Yes,2.49,1418.73,512.01,-906.73,2377.1,529.2,Alkaline,Medium,Low,High,High,Medium,Moderate,Low,Low,nan,Medium,10,Fall,97,Medium,-177.0922442921037,nan,0.0017550908206635514,Low,0.0010474948466618992,None,0.004705215419501134,Low,1,Medium,Mountain,Dry,VeryHigh
FARM_01338,FIELD_FARM_01338_3,Pacific_Northwest,42.63471,-124.394672,623.5,Loam,6.67,4.85,43.2,15.5,188.0,9.4,599.7,78.3,19.3,Beans,Beans_Standard,2023-04-27,2023-09-02,Phosphorus_High,74.1,Subsurface_Drip,13,Minimum_Till,46.9,Low,Low,No,3.21,824.8,912.71,87.91,123.2,406.2,Neutral,High,High,Low,Medium,Medium,Cool,Medium,Medium,Low,Medium,4,Spring,128,Long,9.631755979445826,Low,0.003891852570320078,Medium,0.026055194805194803,Medium,0.007902511078286559,Medium,1,Medium,Highland,Humid,Moderate
FARM_01339,FIELD_FARM_01339_4,California_Central_Valley,39.792465,-120.863513,1408.2,Loam,6.47,4.42,38.7,27.7,55.2,17.5,389.7,48.6,23.1,Soybeans,Maturity_Group_4,2023-05-07,2023-08-27,Organic_Compost,1817.5,Sprinkler,5,Reduced_Till,52.1,Medium,Low,No,2.13,1402.79,1222.48,-180.31,543.5,341.1,Neutral,High,Medium,Medium,Low,Low,Moderate,Low,Medium,High,Medium,5,Spring,112,Medium,-14.749525554610301,Loss,0.0015184026119376384,Low,0.003919043238270469,None,0.006244503078276164,Low,2,High,Mountain,Dry,High
FARM_01340,FIELD_FARM_01340_3,California_Central_Valley,36.32051,-120.641069,1361.3,Clay,6.48,4.37,37.0,22.4,188.7,16.1,162.8,42.9,25.1,Soybeans,Maturity_Group_2,2023-05-27,2023-10-17,Organic_Compost,1830.0,Micro_Sprinkler,6,Strip_Till,52.6,Low,High,Yes,2.39,1456.08,1327.48,-128.6,368.7,305.4,Neutral,High,Medium,Low,Medium,Low,Moderate,Low,Medium,Medium,Medium,5,Spring,143,Long,-9.687528249013168,Loss,0.0016413933300368114,Low,0.006482234879305669,Low,0.007825802226588081,Medium,2,High,Mountain,Dry,High
FARM_01341,FIELD_FARM_01341_3,California_Central_Valley,38.957821,-120.832217,168.9,Sandy,6.59,2.48,34.0,66.0,183.6,18.0,404.8,40.4,16.5,Lettuce,Lettuce_Standard,2023-04-20,2023-08-07,No_Fertilizer,0.0,Subsurface_Drip,6,Reduced_Till,1.8,High,High,Yes,13.61,949.52,19433.47,18483.95,272.3,268.3,Neutral,Medium,Medium,High,Medium,Medium,Moderate,High,VeryHigh,Medium,Low,4,Spring,109,Medium,95.11399662540967,High,0.014333558008256803,VeryHigh,0.04998163789937569,High,0.05072679836004472,High,0,Low,Lowland,Dry,Low
FARM_01342,FIELD_FARM_01342_3,Great_Plains,41.673314,-101.050199,663.2,Clay,7.0,5.23,46.4,45.8,283.9,12.5,673.8,69.9,24.6,Beans,Beans_Standard,2023-05-13,2023-08-23,No_Fertilizer,0.0,Drip_Irrigation,1,No_Till,43.2,Low,Low,No,3.61,719.06,1111.48,392.42,1811.9,210.4,Neutral,High,High,Medium,High,Medium,Cool,Medium,Medium,nan,Low,5,Spring,102,Medium,35.30607838197719,High,0.005020443356604456,High,0.0019923836856338647,None,0.017157794676806084,High,3,VeryHigh,Highland,Moderate,High
FARM_01343,FIELD_FARM_01343_2,Pacific_Northwest,44.362202,-119.172834,1129.7,Sandy_Loam,6.23,2.53,25.8,51.5,255.9,10.2,937.9,75.8,25.8,Carrots,Carrots_Standard,2023-03-15,2023-07-01,NPK_Balanced,141.6,Rainfall_Only,0,No_Till,2.8,Low,High,Yes,35.1,800.34,15403.1,14602.76,0.0,370.4,Neutral,Medium,Medium,High,High,High,Cool,VeryHigh,VeryHigh,Low,Medium,3,Spring,108,Medium,94.80403295440529,High,0.043856361046555215,VeryHigh,0.0,None,0.0947624190064795,VeryHigh,1,Medium,Mountain,Humid,High
FARM_01344,FIELD_FARM_01344_4,Southwest,29.855999,-123.099777,571.9,Sandy_Loam,6.38,3.22,25.2,12.0,193.3,19.9,593.8,44.7,15.7,Carrots,Carrots_Standard,2023-05-10,2023-09-13,Organic_Compost,1844.7,Drip_Irrigation,1,Deep_Till,2.6,Low,Low,No,64.58,1492.98,33183.64,31690.66,2584.1,429.6,Neutral,Medium,Medium,Low,Medium,Medium,Moderate,VeryHigh,VeryHigh,nan,Medium,5,Spring,126,Long,95.500855240715,High,0.043255770338517595,VeryHigh,0.024991292906621262,Medium,0.15032588454376164,VeryHigh,3,VeryHigh,Highland,Dry,Low
FARM_01345,FIELD_FARM_01345_1,Great_Plains,48.885041,-92.507516,939.2,Sandy_Loam,6.59,3.48,39.9,29.7,288.2,13.9,415.6,80.3,28.2,Carrots,Carrots_Standard,2023-05-19,2023-09-30,Urea,199.9,Subsurface_Drip,8,Strip_Till,2.9,Low,Medium,Yes,43.89,979.87,16573.9,15594.03,186.1,520.7,Neutral,Medium,Medium,Medium,High,Medium,Cool,VeryHigh,VeryHigh,Low,Medium,5,Spring,134,Long,94.08787310168397,High,0.044791656036004775,VeryHigh,0.23584094572810319,High,0.08429037833685422,VeryHigh,0,Low,Highland,Humid,VeryHigh
FARM_01346,FIELD_FARM_01346_1,Pacific_Northwest,48.553515,-123.778079,117.8,Clay,6.27,4.05,44.4,15.6,280.7,12.5,2197.2,48.9,22.3,Soybeans,Maturity_Group_3,2023-05-27,2023-09-21,Organic_Compost,1734.0,Rainfall_Only,0,No_Till,54.9,Low,Low,No,3.11,1221.15,1751.37,530.22,0.0,141.3,Neutral,High,High,Low,High,High,Cool,Medium,Medium,Low,Low,5,Spring,117,Medium,30.27458503914079,High,0.0025467796748966137,Medium,0.0,None,0.02200990799716914,High,3,VeryHigh,Lowland,Dry,High
FARM_01347,FIELD_FARM_01347_1,California_Central_Valley,39.44222,-119.943258,337.1,Clay,7.36,4.05,45.5,64.4,105.4,18.8,234.9,80.9,24.2,Wheat,Durum_Wheat,2023-11-01,2024-02-27,Nitrogen_High,181.0,Drip_Irrigation,1,No_Till,129.8,High,High,No,3.29,1352.4,946.26,-406.15,1840.2,567.0,Alkaline,High,High,High,Medium,Low,Moderate,Medium,Low,nan,Medium,11,Fall,118,Medium,-42.921607169276946,Loss,0.002432712215320911,Medium,0.001787849146831866,None,0.005802469135802469,Low,3,VeryHigh,Rolling,Humid,High
FARM_01348,FIELD_FARM_01348_1,California_Central_Valley,38.215183,-119.994734,1172.1,Loam,7.43,3.72,29.7,30.5,295.2,17.8,297.2,62.5,16.5,Wheat,Durum_Wheat,2023-11-14,2024-03-11,NPK_Balanced,129.6,Sprinkler,4,Minimum_Till,135.1,Low,Low,Yes,3.55,1257.61,1037.43,-220.18,679.9,506.7,Alkaline,Medium,Medium,Medium,High,Low,Moderate,Medium,Low,High,Medium,11,Fall,118,Medium,-21.223600628476138,Loss,0.0028228147040815516,Medium,0.005221356081776732,None,0.007006118018551411,Low,0,Low,Mountain,Moderate,Low
